"year","event_id","state","month","event","injuries","deaths","damage","damage_num","damage_mod","begin_loc","end_loc","begin_lat","begin_lon","end_lat","end_lon","county","state_fips","county_fips","damage_cpi","CPI","cpi_adj"
2010,230086,"Mississippi","May","Flash Flood",0,0,"10.00K",10,"K","Tawanta","Oak Bowery",31.5625,-89.3238,31.5856,-89.3257,"Jones",28,67,11755.9415655207,137.59,1.17559415655207
2010,246226,"Mississippi","June","Flash Flood",0,0,"5.00K",5,"K","Morton","Morton",32.3708,-89.7047,32.3778,-89.6557,"Scott",28,123,5877.97078276037,137.59,1.17559415655207
2010,237584,"Arkansas","July","Flash Flood",0,0,"1.00K",1,"K","Poughkeepsie","Poughkeepsie",36.0811,-91.4838,36.0536,-91.488,"Sharp",5,135,1175.59415655207,137.59,1.17559415655207
2010,237603,"Arkansas","July","Flash Flood",0,0,"100.00K",100,"K","Gravel Ridge","Sherwood",34.8782,-92.2048,34.8185,-92.234,"Pulaski",5,119,117559.415655207,137.59,1.17559415655207
2010,245427,"West Virginia","July","Flash Flood",0,0,"20.00K",20,"K","Nitro","West Charleston",38.42,-81.83,38.3847,-81.6559,"Kanawha",54,39,23511.8831310415,137.59,1.17559415655207
2010,245431,"West Virginia","July","Flash Flood",0,0,"15.00K",15,"K","Huntington","Salt Rock",38.42,-82.47,38.319,-82.2382,"Cabell",54,11,17633.9123482811,137.59,1.17559415655207
2010,240434,"West Virginia","June","Flash Flood",0,0,"0.20K",0.2,"K","Montcalm","Montcalm",37.3488,-81.2551,37.3467,-81.2536,"Mercer",54,55,235.118831310415,137.59,1.17559415655207
2010,240436,"West Virginia","June","Flash Flood",0,0,"2.00K",2,"K","Simmons","Simmons",37.3275,-81.3069,37.338,-81.314,"Mercer",54,55,2351.18831310415,137.59,1.17559415655207
2010,237605,"Arkansas","July","Flash Flood",0,0,"2.00K",2,"K","Weldon","Tupelo",35.4362,-91.2306,35.3986,-91.2284,"Jackson",5,67,2351.18831310415,137.59,1.17559415655207
2010,237606,"Arkansas","July","Flash Flood",0,0,"2.00K",2,"K","Mountain View","Mountain View",35.8746,-92.135,35.8583,-92.1247,"Stone",5,137,2351.18831310415,137.59,1.17559415655207
2010,227571,"Georgia","May","Flash Flood",0,0,"100.00K",100,"K","Bowdon","Veal",33.51,-85.27,33.44,-85.27,"Carroll",13,45,117559.415655207,137.59,1.17559415655207
2010,237149,"West Virginia","June","Flash Flood",0,0,"5.00K",5,"K","Haddleton","Haddleton",38.034,-81.8368,38.0192,-81.8662,"Boone",54,5,5877.97078276037,137.59,1.17559415655207
2010,244600,"Mississippi","June","Flash Flood",0,0,"1.00K",1,"K","Luckney","Luckney",32.3205,-90.0894,32.3241,-90.1003,"Rankin",28,121,1175.59415655207,137.59,1.17559415655207
2010,241603,"Tennessee","June","Flash Flood",0,0,"10.00K",10,"K","Pikeville","Pikeville",35.61,-85.2,35.6,-85.1877,"Bledsoe",47,7,11755.9415655207,137.59,1.17559415655207
2010,236672,"West Virginia","June","Flash Flood",0,0,"4.00M",4,"M","Logan","Ethel",37.8777,-82.0847,37.87,-81.9,"Logan",54,45,4702376.6262083,137.59,1.17559415655207
2010,236674,"West Virginia","June","Flash Flood",0,0,"2.00M",2,"M","Cyclone","North Spg",37.73,-81.68,37.5398,-81.8171,"Wyoming",54,109,2351188.31310415,137.59,1.17559415655207
2010,236680,"West Virginia","June","Flash Flood",0,0,"1.50M",1.5,"M","Panther","Longpole",37.48,-81.9365,37.5,-81.87,"Mcdowell",54,47,1763391.23482811,137.59,1.17559415655207
2010,227444,"Georgia","May","Flash Flood",0,0,"3.00K",3,"K","Austell","Austell",33.81,-84.63,33.81,-84.61,"Cobb",13,67,3526.78246965622,137.59,1.17559415655207
2010,231223,"Alabama","May","Flash Flood",0,0,"5.00K",5,"K","Wright","Wright",34.9011,-87.9456,34.8897,-87.9528,"Lauderdale",1,77,5877.97078276037,137.59,1.17559415655207
2010,238483,"Arkansas","July","Flash Flood",0,0,"1.00K",1,"K","Locust Grove","Locust Grove",35.729,-91.7448,35.6875,-91.7551,"Independence",5,63,1175.59415655207,137.59,1.17559415655207
2010,238485,"Arkansas","July","Flash Flood",0,0,"2.00K",2,"K","Locust Grove","Floral",35.6844,-91.7523,35.6105,-91.7592,"Independence",5,63,2351.18831310415,137.59,1.17559415655207
2010,236469,"Kentucky","May","Flash Flood",0,0,"20.00K",20,"K","Campbellsville","Campbellsville",37.329,-85.3387,37.3342,-85.3331,"Taylor",21,217,23511.8831310415,137.59,1.17559415655207
2010,234734,"Kentucky","May","Flood",0,0,"750.00K",750,"K","Mt Victor","Bristow",36.9664,-86.3704,37.0322,-86.3628,"Warren",21,227,881695.617414056,137.59,1.17559415655207
2010,237130,"Kentucky","May","Flash Flood",0,1,"20.00K",20,"K","Redhouse","Redhouse",37.8295,-84.2723,37.8294,-84.2722,"Madison",21,151,23511.8831310415,137.59,1.17559415655207
2010,237256,"Kentucky","May","Flash Flood",0,0,"100.00K",100,"K","Esto","Jamestown",37.0069,-85.096,36.9751,-85.085,"Russell",21,207,117559.415655207,137.59,1.17559415655207
2010,237682,"Arkansas","May","Flood",0,0,"5.00K",5,"K","Riverside","Patterson",35.2761,-91.2317,35.2633,-91.2354,"Woodruff",5,147,5877.97078276037,137.59,1.17559415655207
2010,237610,"Kentucky","May","Flash Flood",1,0,"15.00K",15,"K","Maynard","Halifax",36.783,-86.1287,36.8171,-86.2537,"Allen",21,3,17633.9123482811,137.59,1.17559415655207
2010,237147,"Kentucky","May","Flash Flood",0,1,"15.00K",15,"K","Forest Spgs","Forest Spgs",36.6666,-86.1768,36.6666,-86.1771,"Allen",21,3,17633.9123482811,137.59,1.17559415655207
2010,227441,"Georgia","May","Flash Flood",0,0,"500.00K",500,"K","Roswell","Bolton",33.98,-84.38,33.85,-84.45,"Fulton",13,121,587797.078276037,137.59,1.17559415655207
2010,223657,"Kentucky","May","Flash Flood",0,0,"10.00K",10,"K","Olympia","Olympia",38.0946,-83.711,38.0703,-83.6932,"Bath",21,11,11755.9415655207,137.59,1.17559415655207
2010,239803,"Mississippi","July","Flash Flood",0,0,"5.00K",5,"K","Monticello","Monticello",31.5478,-90.1253,31.5624,-90.1136,"Lawrence",28,77,5877.97078276037,137.59,1.17559415655207
2010,245465,"Kentucky","July","Flash Flood",0,0,"20.00K",20,"K","Summit","Boltsfork",38.4355,-82.7171,38.27,-82.7369,"Boyd",21,19,23511.8831310415,137.59,1.17559415655207
2010,240646,"Arkansas","August","Flash Flood",0,0,"1.00K",1,"K","Wiville","Howell",35.1577,-91.2435,35.1389,-91.2494,"Woodruff",5,147,1175.59415655207,137.59,1.17559415655207
2010,240647,"Arkansas","August","Flash Flood",0,0,"5.00K",5,"K","Rose Bud","Rose Bud",35.3325,-92.0834,35.3301,-92.084,"White",5,145,5877.97078276037,137.59,1.17559415655207
2010,240649,"Arkansas","August","Flash Flood",0,0,"1.00K",1,"K","Shady Grove","Mitchell",36.3674,-91.8768,36.3146,-91.9992,"Fulton",5,49,1175.59415655207,137.59,1.17559415655207
2010,237269,"Kentucky","May","Flash Flood",0,0,"100.00K",100,"K","Burkesville","Burkesville",36.7988,-85.3796,36.7832,-85.376,"Cumberland",21,57,117559.415655207,137.59,1.17559415655207
2010,237051,"West Virginia","June","Flash Flood",0,0,"600.00K",600,"K","Breeden","Delbarton",37.93,-82.28,37.6476,-82.18,"Mingo",54,59,705356.493931245,137.59,1.17559415655207
2010,245446,"Kentucky","July","Flash Flood",0,1,"5.00M",5,"M","Soldier","Rose Hill",38.25,-83.3,38.3298,-83.2661,"Carter",21,43,5877970.78276037,137.59,1.17559415655207
2010,240662,"Arkansas","August","Flash Flood",0,0,"1.00K",1,"K","Greenbrier","Greenbrier",35.2432,-92.3994,35.2204,-92.4101,"Faulkner",5,45,1175.59415655207,137.59,1.17559415655207
2010,240663,"Arkansas","August","Flash Flood",0,0,"1.00K",1,"K","Cabot","Cabot",34.9716,-92.0613,34.9487,-92.0805,"Lonoke",5,85,1175.59415655207,137.59,1.17559415655207
2010,240666,"Arkansas","August","Flash Flood",0,0,"2.00K",2,"K","Lonoke","Lonoke",34.7872,-91.905,34.7869,-91.919,"Lonoke",5,85,2351.18831310415,137.59,1.17559415655207
2010,237685,"Arkansas","May","Flood",0,0,"5.00K",5,"K","Augusta","Augusta",35.2948,-91.3661,35.2953,-91.3877,"Woodruff",5,147,5877.97078276037,137.59,1.17559415655207
2010,236468,"Kentucky","May","Flash Flood",0,0,"50.00K",50,"K","Richmond","Richmond",37.7223,-84.3103,37.7683,-84.3235,"Madison",21,151,58779.7078276037,137.59,1.17559415655207
2010,237259,"Kentucky","May","Flash Flood",0,0,"300.00K",300,"K","Cedar Flat","Curtis",36.9518,-85.6147,36.9439,-85.567,"Metcalfe",21,169,352678.246965622,137.59,1.17559415655207
2010,237273,"Kentucky","May","Flash Flood",0,0,"100.00K",100,"K","Tompkinsville","Tompkinsville",36.7097,-85.7147,36.6954,-85.7044,"Monroe",21,171,117559.415655207,137.59,1.17559415655207
2010,237571,"Arkansas","July","Flash Flood",0,0,"10.00K",10,"K","Midway","Whiteville",36.3781,-92.4149,36.3074,-92.4369,"Baxter",5,5,11755.9415655207,137.59,1.17559415655207
2010,231068,"Kentucky","June","Flash Flood",0,0,"1.00K",1,"K","Grants Lick","Grants Lick",38.8227,-84.4533,38.8227,-84.4583,"Campbell",21,37,1175.59415655207,137.59,1.17559415655207
2010,231072,"Kentucky","June","Flash Flood",0,0,"1.00K",1,"K","Florence","Sugartit",38.98,-84.62,38.9764,-84.6483,"Boone",21,15,1175.59415655207,137.59,1.17559415655207
2010,231073,"Kentucky","June","Flash Flood",0,0,"1.00K",1,"K","Claryville","Grants Lick",38.8531,-84.4156,38.8643,-84.3805,"Campbell",21,37,1175.59415655207,137.59,1.17559415655207
2010,240669,"Arkansas","August","Flash Flood",0,0,"1.00K",1,"K","Unionville","Rison",33.9796,-92.1607,33.9643,-92.1758,"Cleveland",5,25,1175.59415655207,137.59,1.17559415655207
2010,240671,"Arkansas","August","Flash Flood",0,0,"2.00K",2,"K","Hatton","Wickes",34.3514,-94.3959,34.3077,-94.3715,"Polk",5,113,2351.18831310415,137.59,1.17559415655207
2010,236786,"North Carolina","May","Flash Flood",0,0,"10.00K",10,"K","Clemmons","Clemmons",36.0299,-80.3837,36.0282,-80.3834,"Forsyth",37,67,11755.9415655207,137.59,1.17559415655207
2010,237144,"Kentucky","May","Flash Flood",0,1,"15.00K",15,"K","Dry Fork","Dry Fork",36.8071,-85.8959,36.8088,-85.8949,"Barren",21,9,17633.9123482811,137.59,1.17559415655207
2010,246291,"West Virginia","July","Flash Flood",0,1,"100.00K",100,"K","Julian","Morrisvale",38.15,-81.85,38.13,-81.92,"Boone",54,5,117559.415655207,137.59,1.17559415655207
2010,245421,"West Virginia","July","Flash Flood",0,0,"150.00K",150,"K","Komova","Bowen",38.4014,-82.5849,38.2899,-82.3535,"Wayne",54,99,176339.123482811,137.59,1.17559415655207
2010,244844,"West Virginia","July","Flash Flood",0,0,"75.00K",75,"K","Willow Is","Schultz",39.35,-81.32,39.3055,-81.25,"Pleasants",54,73,88169.5617414056,137.59,1.17559415655207
2010,244937,"West Virginia","July","Flash Flood",0,0,"5.00K",5,"K","Sissonville","Sissonville",38.53,-81.63,38.5347,-81.6586,"Kanawha",54,39,5877.97078276037,137.59,1.17559415655207
2010,247472,"West Virginia","August","Flash Flood",0,0,"200.00K",200,"K","Huntington","Hodges",38.4127,-82.4812,38.3244,-82.4634,"Cabell",54,11,235118.831310415,137.59,1.17559415655207
2010,251452,"Tennessee","August","Flash Flood",0,0,"10.00K",10,"K","Elk Vly","Elk Vly",36.48,-84.248,36.4655,-84.23,"Campbell",47,13,11755.9415655207,137.59,1.17559415655207
2010,251459,"Tennessee","August","Flash Flood",0,0,"15.00K",15,"K","Oneida","Oneida",36.5,-84.502,36.5145,-84.52,"Scott",47,151,17633.9123482811,137.59,1.17559415655207
2010,237678,"Arkansas","May","Flood",0,0,"5.00K",5,"K","Augusta","Ruffwood",35.2983,-91.3654,35.2605,-91.3627,"Woodruff",5,147,5877.97078276037,137.59,1.17559415655207
2010,237230,"Kentucky","May","Flood",0,0,"100.00K",100,"K","Salvisa","Oregon",37.9167,-84.8577,37.903,-84.8165,"Mercer",21,167,117559.415655207,137.59,1.17559415655207
2010,247475,"Mississippi","July","Flash Flood",0,0,"10.00K",10,"K","Booneville","Booneville",34.65,-88.55,34.656,-88.53,"Prentiss",28,117,11755.9415655207,137.59,1.17559415655207
2010,237672,"Arkansas","May","Flood",0,0,"1.00K",1,"K","Birta","Birta",34.9556,-93.1532,34.9584,-93.1653,"Yell",5,149,1175.59415655207,137.59,1.17559415655207
2010,237255,"Kentucky","May","Flash Flood",0,0,"100.00K",100,"K","Wago","Albany",36.7094,-85.1578,36.6841,-85.1511,"Clinton",21,53,117559.415655207,137.59,1.17559415655207
2010,245452,"Kentucky","July","Flood",0,0,"50.00K",50,"K","Olive Hill","Rosedale",38.3,-83.17,38.2425,-82.9578,"Carter",21,43,58779.7078276037,137.59,1.17559415655207
2010,245460,"Kentucky","July","Flash Flood",0,0,"300.00K",300,"K","South Shore","Limeville",38.72,-82.97,38.7,-82.88,"Greenup",21,89,352678.246965622,137.59,1.17559415655207
2010,243200,"North Carolina","July","Flash Flood",0,0,"7.50K",7.5,"K","Reidsville Arpt","Reidsville Arpt",36.3331,-79.6637,36.3294,-79.661,"Rockingham",37,157,8816.95617414056,137.59,1.17559415655207
2010,227442,"Georgia","May","Flash Flood",0,0,"10.00K",10,"K","Suwanee","Duluth",34.06,-84.11,34.01,-84.18,"Gwinnett",13,135,11755.9415655207,137.59,1.17559415655207
2010,237248,"Kentucky","May","Flood",0,0,"75.00K",75,"K","Shelbyville","Joyes",38.2247,-85.2587,38.2027,-85.2582,"Shelby",21,211,88169.5617414056,137.59,1.17559415655207
2010,238489,"Arkansas","July","Flash Flood",0,0,"10.00K",10,"K","Evening Shade","Maxville",36.057,-91.5546,36.0108,-91.547,"Sharp",5,135,11755.9415655207,137.59,1.17559415655207
2010,251883,"Arkansas","July","Flood",0,0,"5.00K",5,"K","Patterson","Patterson",35.2627,-91.2368,35.2571,-91.2388,"Woodruff",5,147,5877.97078276037,137.59,1.17559415655207
2010,251885,"Arkansas","July","Flood",0,0,"1.00K",1,"K","Augusta","New Augusta",35.2997,-91.3627,35.2547,-91.3554,"Woodruff",5,147,1175.59415655207,137.59,1.17559415655207
2010,241534,"North Carolina","June","Flash Flood",0,0,"10.00K",10,"K","New Hope","New Hope",35.39,-77.92,35.3839,-77.9133,"Wayne",37,191,11755.9415655207,137.59,1.17559415655207
2010,241904,"North Carolina","June","Flash Flood",0,0,"10.00K",10,"K","Raeford","Raeford",34.97,-79.22,34.9693,-79.2282,"Hoke",37,93,11755.9415655207,137.59,1.17559415655207
2010,241907,"North Carolina","June","Flash Flood",0,0,"10.00K",10,"K","(Fay)Grannis Fld Fay","Hope Mills",34.9183,-78.9024,34.9322,-78.9814,"Cumberland",37,51,11755.9415655207,137.59,1.17559415655207
2010,239341,"Arkansas","August","Flash Flood",0,0,"15.00K",15,"K","Glendale","Barber",35.1657,-94.0334,35.1362,-94.0258,"Logan",5,83,17633.9123482811,137.59,1.17559415655207
2010,253029,"Mississippi","August","Flash Flood",0,0,"20.00K",20,"K","Meridian","Bonita",32.38,-88.71,32.3899,-88.6854,"Lauderdale",28,75,23511.8831310415,137.59,1.17559415655207
2010,253030,"Mississippi","August","Flash Flood",0,0,"25.00K",25,"K","Lost Gap","(Mei)Key Fld Meridia",32.36,-88.78,32.3558,-88.7603,"Lauderdale",28,75,29389.8539138019,137.59,1.17559415655207
2010,253031,"Mississippi","August","Flash Flood",0,0,"40.00K",40,"K","Meridian","Bonita",32.38,-88.71,32.387,-88.6799,"Lauderdale",28,75,47023.766262083,137.59,1.17559415655207
2010,257197,"North Carolina","August","Flash Flood",0,0,"25.00K",25,"K","Richfield","New London",35.4755,-80.2752,35.472,-80.2249,"Stanly",37,167,29389.8539138019,137.59,1.17559415655207
2010,252135,"Mississippi","August","Flash Flood",0,0,"3.00K",3,"K","Mansdale","Mansdale",32.52,-90.19,32.5219,-90.1868,"Madison",28,89,3526.78246965622,137.59,1.17559415655207
2010,253020,"Mississippi","August","Flash Flood",0,0,"5.00K",5,"K","Natchez","Natchez",31.5563,-91.4087,31.5553,-91.4062,"Adams",28,1,5877.97078276037,137.59,1.17559415655207
2010,256913,"Tennessee","August","Flash Flood",0,0,"50.00K",50,"K","Trousdale","Cairo",36.4197,-86.4109,36.3517,-86.3718,"Sumner",47,165,58779.7078276037,137.59,1.17559415655207
2010,251814,"Mississippi","August","Flash Flood",0,0,"15.00K",15,"K","Forest","Forest Muni Arpt",32.3789,-89.5022,32.3548,-89.4895,"Scott",28,123,17633.9123482811,137.59,1.17559415655207
2010,254809,"South Carolina","September","Flash Flood",0,0,"0.50K",0.5,"K","Forest Beach","Forest Beach",32.1596,-80.7548,32.1584,-80.7538,"Beaufort",45,13,587.797078276037,137.59,1.17559415655207
2010,254078,"Kentucky","July","Flash Flood",0,0,"40.00K",40,"K","Buggytown","Buggytown",37.62,-84.3585,37.6145,-84.3551,"Madison",21,151,47023.766262083,137.59,1.17559415655207
2010,251798,"Mississippi","August","Flash Flood",0,0,"2.00K",2,"K","Hillsboro","Hillsboro",32.46,-89.51,32.459,-89.5128,"Scott",28,123,2351.18831310415,137.59,1.17559415655207
2010,251829,"Mississippi","August","Flash Flood",0,0,"15.00K",15,"K","Laurel","Laurel",31.7177,-89.1499,31.7189,-89.1105,"Jones",28,67,17633.9123482811,137.59,1.17559415655207
2010,253267,"Alabama","July","Flash Flood",0,0,"100.00K",100,"K","Red Ore","Red Ore",33.4396,-86.9487,33.4374,-86.9488,"Jefferson",1,73,117559.415655207,137.59,1.17559415655207
2010,254080,"Kentucky","July","Flash Flood",0,0,"892.00K",892,"K","Farristown","Mayde",37.6124,-84.2691,37.6095,-84.267,"Madison",21,151,1048629.98764445,137.59,1.17559415655207
2010,252097,"South Carolina","August","Flash Flood",0,0,"1.00K",1,"K","The Groves","Sullivans Is",32.79,-79.86,32.7902,-79.8397,"Charleston",45,19,1175.59415655207,137.59,1.17559415655207
2010,258032,"Georgia","August","Flash Flood",0,0,"400.00K",400,"K","Oculus","Cleveland",34.4783,-83.7732,34.5783,-83.7444,"White",13,311,470237.66262083,137.59,1.17559415655207
2010,249526,"Arkansas","September","Flash Flood",0,0,"15.00K",15,"K","White Oak","Center Pt",35.5718,-93.6521,35.5111,-93.653,"Johnson",5,71,17633.9123482811,137.59,1.17559415655207
2010,250161,"Georgia","July","Flash Flood",0,0,"3.00K",3,"K","Drew","Drew",34.18,-84.21,34.17,-84.23,"Forsyth",13,117,3526.78246965622,137.59,1.17559415655207
2010,251104,"Georgia","July","Flash Flood",0,0,"3.00K",3,"K","Dresden","Newnan",33.4007,-84.8027,33.367,-84.8021,"Coweta",13,77,3526.78246965622,137.59,1.17559415655207
2010,253023,"Mississippi","August","Flash Flood",0,0,"200.00K",200,"K","Prentiss","Prentiss",31.5886,-89.8804,31.603,-89.8747,"Jefferson Davis",28,65,235118.831310415,137.59,1.17559415655207
2010,258900,"North Carolina","August","Flash Flood",0,0,"3.00K",3,"K","Gold Hill","Gold Hill",36.26,-79.97,36.2603,-79.9729,"Rockingham",37,157,3526.78246965622,137.59,1.17559415655207
2010,259398,"Arkansas","September","Flood",0,0,"2.00K",2,"K","Patterson","Cavell",35.2646,-91.2355,35.2501,-91.2427,"Woodruff",5,147,2351.18831310415,137.59,1.17559415655207
2010,257206,"Mississippi","August","Flash Flood",0,0,"15.00K",15,"K","Walnut","Chalybeate",34.95,-88.88,34.9348,-88.8631,"Tippah",28,139,17633.9123482811,137.59,1.17559415655207
2010,249496,"Mississippi","July","Flash Flood",0,0,"20.00K",20,"K","Ripley","Falkner",34.73,-88.95,34.8234,-88.9021,"Tippah",28,139,23511.8831310415,137.59,1.17559415655207
2010,249530,"Arkansas","September","Flash Flood",0,0,"100.00K",100,"K","Clarksville","Lamar",35.4518,-93.4641,35.4418,-93.355,"Johnson",5,71,117559.415655207,137.59,1.17559415655207
2010,250604,"Mississippi","August","Flash Flood",0,0,"110.00K",110,"K","Natchez","Linwood",31.5524,-91.4121,31.4926,-91.4152,"Adams",28,1,129315.357220728,137.59,1.17559415655207
2010,251219,"Georgia","July","Flash Flood",0,0,"3.00K",3,"K","Norcross","Trickem",33.93,-84.17,33.84,-84.1,"Gwinnett",13,135,3526.78246965622,137.59,1.17559415655207
2010,253021,"Mississippi","August","Flash Flood",0,0,"5.00K",5,"K","Fayette","Stumpley",31.69,-91.09,31.6572,-91.0993,"Jefferson",28,63,5877.97078276037,137.59,1.17559415655207
2010,251253,"Tennessee","July","Flash Flood",0,0,"50.00K",50,"K","Hermitage Spgs","Hermitage Spgs",36.5825,-85.7767,36.5792,-85.7766,"Clay",47,27,58779.7078276037,137.59,1.17559415655207
2010,251254,"Tennessee","July","Flash Flood",0,0,"50.00K",50,"K","Holladay","Wilhite",36.1856,-85.5416,36.1163,-85.5409,"Putnam",47,141,58779.7078276037,137.59,1.17559415655207
2010,250603,"Mississippi","August","Flash Flood",0,0,"1.00M",1,"M","Sibley","Linwood",31.3803,-91.4416,31.4885,-91.422,"Adams",28,1,1175594.15655207,137.59,1.17559415655207
2010,257841,"Georgia","August","Flash Flood",0,0,"3.00K",3,"K","Tennga","Fairy",34.9853,-84.7087,34.9313,-84.7087,"Murray",13,213,3526.78246965622,137.59,1.17559415655207
2010,250649,"Mississippi","August","Flash Flood",0,0,"800.00K",800,"K","Raworth","Forest Muni Arpt",32.3922,-89.5276,32.3098,-89.5269,"Scott",28,123,940475.32524166,137.59,1.17559415655207
2010,256800,"Tennessee","August","Flash Flood",0,0,"5.00K",5,"K","Clarkrange","Clarkrange",36.1807,-85.0149,36.1809,-85.0265,"Fentress",47,49,5877.97078276037,137.59,1.17559415655207
2010,257842,"Georgia","August","Flash Flood",0,0,"15.00K",15,"K","Waleska","Waleska",34.3267,-84.569,34.2864,-84.569,"Cherokee",13,57,17633.9123482811,137.59,1.17559415655207
2010,256893,"Tennessee","August","Flood",0,0,"10.00M",10,"M","Timothy","Monroe",36.48,-85.4,36.43,-85.25,"Overton",47,133,11755941.5655207,137.59,1.17559415655207
2010,257216,"Tennessee","August","Flood",0,0,"5.00M",5,"M","Pine Haven","Pine Haven",36.4401,-84.972,36.4476,-84.9144,"Fentress",47,49,5877970.78276037,137.59,1.17559415655207
2010,256271,"Alabama","August","Flash Flood",0,0,"10.00K",10,"K","Phelan","Cullman",34.1515,-86.835,34.1687,-86.8441,"Cullman",1,43,11755.9415655207,137.59,1.17559415655207
2010,221919,"Alabama","May","Flash Flood",0,0,"20.00K",20,"K","Cherokee","Cherokee",34.7527,-87.9829,34.7534,-87.9698,"Colbert",1,33,23511.8831310415,137.59,1.17559415655207
2010,259146,"Tennessee","August","Flash Flood",0,0,"22.00M",22,"M","Mt Juliet","Greenlawn",36.185,-86.55,36.2798,-86.5242,"Wilson",47,189,25863071.4441456,137.59,1.17559415655207
2010,256912,"Tennessee","August","Flash Flood",0,0,"8.00M",8,"M","Waynesboro","Ransom Stand",35.32,-87.85,35.03,-87.97,"Wayne",47,181,9404753.2524166,137.59,1.17559415655207
2010,257769,"Tennessee","August","Flood",0,0,"5.00M",5,"M","Cross Rd","Winklers Xrds",36.62,-86.17,36.6,-85.83,"Macon",47,111,5877970.78276037,137.59,1.17559415655207
2010,257452,"North Carolina","August","Flash Flood",0,0,"20.00K",20,"K","English","English",35.952,-82.554,35.973,-82.508,"Madison",37,115,23511.8831310415,137.59,1.17559415655207
2010,245594,"Kentucky","August","Flash Flood",0,0,"5.00K",5,"K","Ribolt","Herron Hill",38.57,-83.52,38.5824,-83.5011,"Lewis",21,135,5877.97078276037,137.59,1.17559415655207
2010,258416,"Alabama","August","Flash Flood",0,0,"300.00K",300,"K","Hytop","Bass",34.9176,-86.0971,34.9316,-85.909,"Jackson",1,71,352678.246965622,137.59,1.17559415655207
2010,256914,"Tennessee","August","Flood",0,0,"5.00M",5,"M","Green Hill","Suggs Creek",36.23,-86.55,36.12,-86.5,"Wilson",47,189,5877970.78276037,137.59,1.17559415655207
2010,257453,"North Carolina","August","Flash Flood",0,0,"20.00K",20,"K","Bald Mtn","Bald Mtn",35.977,-82.502,35.967,-82.499,"Yancey",37,199,23511.8831310415,137.59,1.17559415655207
2010,262027,"North Carolina","September","Flash Flood",0,0,"25.00K",25,"K","Stoneville","Stoneville",36.4624,-79.9023,36.4634,-79.9023,"Rockingham",37,157,29389.8539138019,137.59,1.17559415655207
2010,261558,"North Carolina","September","Flash Flood",0,0,"50.00K",50,"K","Mill Creek","Mill Creek",34.0504,-78.0562,34.0498,-78.057,"Brunswick",37,19,58779.7078276037,137.59,1.17559415655207
2010,261570,"North Carolina","September","Flash Flood",0,0,"100.00K",100,"K","Secession","Secession",33.9379,-78.3206,33.9382,-78.3212,"Brunswick",37,19,117559.415655207,137.59,1.17559415655207
2010,261793,"North Carolina","September","Flash Flood",0,0,"150.00K",150,"K","Fulford","Fulford",33.9975,-78.3539,33.9983,-78.351,"Brunswick",37,19,176339.123482811,137.59,1.17559415655207
2010,262028,"North Carolina","September","Flash Flood",0,0,"10.00K",10,"K","Stoneville","Stoneville",36.4657,-79.923,36.4629,-79.9252,"Rockingham",37,157,11755.9415655207,137.59,1.17559415655207
2010,250422,"Tennessee","August","Flash Flood",0,0,"10.00K",10,"K","Trade","Trade",36.3529,-81.75,36.35,-81.7536,"Johnson",47,91,11755.9415655207,137.59,1.17559415655207
2010,262030,"North Carolina","September","Flash Flood",0,0,"10.00K",10,"K","Price","Price",36.5237,-79.8926,36.5235,-79.8949,"Rockingham",37,157,11755.9415655207,137.59,1.17559415655207
2010,261201,"North Carolina","September","Flash Flood",0,0,"150.00K",150,"K","Leland","Eastbrook",34.2585,-78.0625,34.2602,-78.0532,"Brunswick",37,19,176339.123482811,137.59,1.17559415655207
2010,261200,"North Carolina","September","Flash Flood",0,0,"100.00K",100,"K","Winnabow","Winnabow",34.1493,-78.0936,34.1581,-78.0919,"Brunswick",37,19,117559.415655207,137.59,1.17559415655207
2010,257719,"North Carolina","August","Flash Flood",0,0,"50.00K",50,"K","Thomasboro","Charlotte",35.242,-80.876,35.198,-80.83,"Mecklenburg",37,119,58779.7078276037,137.59,1.17559415655207
2010,258252,"North Carolina","August","Flash Flood",0,0,"10.00K",10,"K","Shelby","Shelby",35.298,-81.565,35.27,-81.567,"Cleveland",37,45,11755.9415655207,137.59,1.17559415655207
2010,233431,"Tennessee","May","Flash Flood",0,1,"50.00K",50,"K","Peytonsville","Epworth",35.8166,-86.778,35.8593,-86.822,"Williamson",47,187,58779.7078276037,137.59,1.17559415655207
2010,262683,"Arkansas","September","Flash Flood",0,0,"125.00K",125,"K","Kibler","Cedarville",35.453,-94.2407,35.57,-94.37,"Crawford",5,33,146949.269569009,137.59,1.17559415655207
2010,261560,"North Carolina","September","Flash Flood",0,0,"100.00K",100,"K","Edgecombe","Edgecombe",34.4555,-77.6,34.4518,-77.6062,"Pender",37,141,117559.415655207,137.59,1.17559415655207
2010,261396,"North Carolina","September","Flash Flood",0,0,"50.00K",50,"K","Surf City","Surf City",34.4256,-77.5455,34.4251,-77.5449,"Pender",37,141,58779.7078276037,137.59,1.17559415655207
2010,261188,"North Carolina","September","Flash Flood",0,0,"150.00K",150,"K","Wrightsboro","Wrightsboro",34.2705,-77.9268,34.271,-77.9279,"New Hanover",37,129,176339.123482811,137.59,1.17559415655207
