"year","event_id","state","month","event","injuries","deaths","damage","damage_num","damage_mod","begin_loc","end_loc","begin_lat","begin_lon","end_lat","end_lon","county","state_fips","county_fips","damage_cpi","CPI","cpi_adj"
2005,5478621,"Mississippi","September","Flash Flood",0,0,"70K",70,"K","Countywide","Countywide",31.98,-90.98,31.98,-90.98,"Claiborne",28,21,92360.7145770454,122.59,1.31943877967208
2005,5478622,"Mississippi","September","Flash Flood",0,0,"800K",800,"K","West Portion","West Portion",32.28,-90.38,32.28,-90.38,"Hinds",28,49,1055551.02373766,122.59,1.31943877967208
2005,5477693,"North Carolina","October","Flash Flood",0,0,"25K",25,"K","Aurora","Aurora",35.3,-76.8,35.3,-76.8,"Beaufort",37,13,32985.9694918019,122.59,1.31943877967208
2006,5492425,"Alabama","January","Flash Flood",0,0,"10K",10,"K","Countywide","Countywide",31.13,-85.3,31.13,-85.3,"Houston",1,69,12760.3344903755,126.76,1.27603344903755
2006,5492128,"Georgia","January","Flash Flood",0,0,".1K",0.1,"K","Newtown","Newtown",34.03,-84.22,34.03,-84.22,"Fulton",13,121,127.603344903755,126.76,1.27603344903755
2006,5492129,"Georgia","January","Flash Flood",0,0,".1K",0.1,"K","Norcross","Norcross",33.95,-84.28,33.95,-84.28,"Gwinnett",13,135,127.603344903755,126.76,1.27603344903755
2006,5489966,"Alabama","February","Flash Flood",0,0,"3K",3,"K","Countywide","Countywide",33.72,-86.32,33.72,-86.32,"St. Clair",1,115,3828.10034711265,126.76,1.27603344903755
2006,5489965,"Alabama","February","Flash Flood",0,0,"2K",2,"K","Lincoln","Lincoln",33.62,-86.12,33.62,-86.12,"Talladega",1,121,2552.0668980751,126.76,1.27603344903755
2006,5488594,"Mississippi","January","Flood",0,0,"300K",300,"K","","",NA,NA,NA,NA,"Bolivar",28,18,382810.034711265,126.76,1.27603344903755
2006,5489823,"Georgia","February","Flood",0,0,"150K",150,"K","Valdosta","Valdosta",30.83,-83.28,30.83,-83.28,"Lowndes",13,185,191405.017355633,126.76,1.27603344903755
2006,5486598,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","Camden","Camden",35.88,-88.1,35.88,-88.1,"Benton",47,5,1276.03344903755,126.76,1.27603344903755
2006,5489589,"Mississippi","March","Flash Flood",0,0,"300K",300,"K","Meridian","Meridian",32.37,-88.72,32.37,-88.72,"Lauderdale",28,75,382810.034711265,126.76,1.27603344903755
2006,5489590,"Mississippi","March","Flash Flood",0,0,"30K",30,"K","Raleigh","Raleigh",32.03,-89.53,32.03,-89.53,"Smith",28,129,38281.0034711265,126.76,1.27603344903755
2006,5486599,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","South Portion","South Portion",35.12,-87.42,35.12,-87.42,"Lawrence",47,99,1276.03344903755,126.76,1.27603344903755
2006,5486600,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","Countywide","Countywide",35.22,-87.02,35.22,-87.02,"Giles",47,55,1276.03344903755,126.76,1.27603344903755
2006,5486601,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","Countywide","Countywide",36.47,-86.47,36.47,-86.47,"Sumner",47,165,1276.03344903755,126.76,1.27603344903755
2006,5486602,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","Goodlettsville","Goodlettsville",36.32,-86.72,36.32,-86.72,"Davidson",47,37,1276.03344903755,126.76,1.27603344903755
2006,5486603,"Tennessee","January","Flash Flood",0,0,"2K",2,"K","Shelbyville","Shelbyville",35.48,-86.47,35.48,-86.47,"Bedford",47,3,2552.0668980751,126.76,1.27603344903755
2006,5486604,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","South Portion","South Portion",35.8,-86.37,35.8,-86.37,"Rutherford",47,149,1276.03344903755,126.76,1.27603344903755
2006,5486695,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","Countywide","Countywide",36.52,-86,36.52,-86,"Macon",47,111,1276.03344903755,126.76,1.27603344903755
2006,5486696,"Tennessee","January","Flash Flood",0,0,"1K",1,"K","East Portion","East Portion",36.35,-85.57,36.35,-85.57,"Jackson",47,87,1276.03344903755,126.76,1.27603344903755
2006,5494284,"Kentucky","March","Flash Flood",0,0,"30K",30,"K","Bardwell","Bardwell",36.87,-89.02,36.87,-89.02,"Carlisle",21,39,38281.0034711265,126.76,1.27603344903755
2006,5494131,"Kentucky","March","Flood",0,0,"10K",10,"K","Arlington","Arlington",36.78,-89.02,36.78,-89.02,"Carlisle",21,39,12760.3344903755,126.76,1.27603344903755
2006,5494132,"Kentucky","March","Flood",0,0,"10K",10,"K","Countywide","Countywide",37.73,-87.08,37.73,-87.08,"Daviess",21,59,12760.3344903755,126.76,1.27603344903755
2006,5494283,"Kentucky","March","Flash Flood",0,1,"20K",20,"K","Slaughters","Slaughters",37.48,-87.5,37.48,-87.5,"Webster",21,233,25520.668980751,126.76,1.27603344903755
2006,5497536,"Georgia","March","Flash Flood",0,0,".25K",0.25,"K","Alpharetta","Alpharetta",34.07,-84.27,34.07,-84.27,"Fulton",13,121,319.008362259388,126.76,1.27603344903755
2006,5497537,"Georgia","March","Flash Flood",0,0,".1K",0.1,"K","Northwest Portion","Northwest Portion",33.05,-83.55,33.05,-83.55,"Jones",13,169,127.603344903755,126.76,1.27603344903755
2006,5492538,"Georgia","January","Flood",0,0,"50K",50,"K","Countywide","Countywide",31.45,-83.55,31.45,-83.55,"Tift",13,277,63801.6724518776,126.76,1.27603344903755
2006,5492539,"Georgia","January","Flood",0,0,"50K",50,"K","Camilla","Camilla",31.23,-84.2,31.23,-84.2,"Mitchell",13,205,63801.6724518776,126.76,1.27603344903755
2006,5492722,"Georgia","January","Flash Flood",0,0,".1K",0.1,"K","Newtown","Newtown",34.03,-84.22,34.03,-84.22,"Fulton",13,121,127.603344903755,126.76,1.27603344903755
2006,5492723,"Georgia","January","Flash Flood",0,0,".1K",0.1,"K","Norcross","Norcross",33.95,-84.28,33.95,-84.28,"Gwinnett",13,135,127.603344903755,126.76,1.27603344903755
2006,5505009,"West Virginia","June","Flash Flood",0,0,"50K",50,"K","Belington","Belington",39.03,-79.93,39.03,-79.93,"Barbour",54,1,63801.6724518776,126.76,1.27603344903755
2006,5501994,"Georgia","April","Flood",0,0,".5K",0.5,"K","Preston","Preston",NA,NA,NA,NA,"Webster",13,307,638.016724518776,126.76,1.27603344903755
2006,5510961,"North Carolina","June","Flood",0,0,"50K",50,"K","Countywide","Countywide",NA,NA,NA,NA,"Onslow",37,133,63801.6724518776,126.76,1.27603344903755
2006,5506853,"Tennessee","April","Flash Flood",0,0,"1K",1,"K","Lexington","Lexington",35.67,-88.45,35.67,-88.45,"Henderson",47,77,1276.03344903755,126.76,1.27603344903755
2006,5506854,"Tennessee","April","Flash Flood",0,0,"1K",1,"K","Bemis","Bemis",35.58,-88.83,35.58,-88.83,"Madison",47,113,1276.03344903755,126.76,1.27603344903755
2006,5504825,"Alabama","April","Flash Flood",0,0,"10K",10,"K","Countywide","Countywide",33.57,-87.88,33.57,-87.88,"Jefferson",1,73,12760.3344903755,126.76,1.27603344903755
2006,5506406,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Ethridge","Ethridge",35.32,-87.32,35.32,-87.32,"Lawrence",47,99,1276.03344903755,126.76,1.27603344903755
2006,5506407,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Pulaski","Pulaski",35.25,-86.93,35.25,-86.93,"Giles",47,55,1276.03344903755,126.76,1.27603344903755
2006,5505265,"West Virginia","June","Flash Flood",0,0,"2K",2,"K","Monterville","Monterville",38.57,-80.12,38.57,-80.12,"Randolph",54,83,2552.0668980751,126.76,1.27603344903755
2006,5506599,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Hermitage","Hermitage",36.18,-86.62,36.18,-86.62,"Davidson",47,37,1276.03344903755,126.76,1.27603344903755
2006,5505194,"West Virginia","June","Flash Flood",0,0,"2K",2,"K","Green Bank","Cass",38.42,-79.78,38.4,-79.92,"Pocahontas",54,75,2552.0668980751,126.76,1.27603344903755
2006,5506595,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Woodbury","Woodbury",35.83,-86.08,35.83,-86.08,"Cannon",47,15,1276.03344903755,126.76,1.27603344903755
2006,5506326,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","South Portion","South Portion",35.12,-87.42,35.12,-87.42,"Lawrence",47,99,1276.03344903755,126.76,1.27603344903755
2006,5505264,"West Virginia","June","Flood",0,0,"2K",2,"K","Dyer","Dyer",38.38,-80.47,38.38,-80.47,"Webster",54,101,2552.0668980751,126.76,1.27603344903755
2006,5506596,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Loretto","Loretto",35.07,-87.38,35.07,-87.38,"Lawrence",47,99,1276.03344903755,126.76,1.27603344903755
2006,5506337,"Tennessee","May","Flash Flood",0,0,"1K",1,"K","Cookeville","Cookeville",36.17,-85.5,36.17,-85.5,"Putnam",47,141,1276.03344903755,126.76,1.27603344903755
2006,5505263,"West Virginia","June","Flash Flood",0,0,"2K",2,"K","Crab Orchard","Coal City",37.73,-81.23,37.68,-81.22,"Raleigh",54,81,2552.0668980751,126.76,1.27603344903755
2006,5505262,"West Virginia","June","Flash Flood",0,0,"2K",2,"K","Slaty Fork","Cass",38.42,-80.13,38.4,-79.92,"Pocahontas",54,75,2552.0668980751,126.76,1.27603344903755
2006,5501368,"West Virginia","April","Flash Flood",0,0,"5K",5,"K","Albright","Bruceton Mills",39.5,-79.63,39.65,-79.63,"Preston",54,77,6380.16724518776,126.76,1.27603344903755
2006,5501990,"Georgia","April","Flood",0,0,".5K",0.5,"K","Columbus","Columbus",NA,NA,NA,NA,"Muscogee",13,215,638.016724518776,126.76,1.27603344903755
2006,5509691,"Tennessee","May","Flash Flood",0,0,"20K",20,"K","Countywide","Countywide",NA,NA,NA,NA,"Obion",47,131,25520.668980751,126.76,1.27603344903755
2006,5515324,"West Virginia","June","Flash Flood",0,0,"8K",8,"K","Countywide","Countywide",NA,NA,NA,NA,"Morgan",54,65,10208.2675923004,126.76,1.27603344903755
2006,5509711,"Tennessee","May","Flash Flood",0,0,".01K",0.01,"K","Maury City","Maury City",NA,NA,NA,NA,"Crockett",47,33,12.7603344903755,126.76,1.27603344903755
2006,5505807,"Mississippi","May","Flash Flood",0,0,"100K",100,"K","Countywide","Countywide",33.62,-90.62,33.62,-90.62,"Sunflower",28,133,127603.344903755,126.76,1.27603344903755
2006,5515138,"Tennessee","June","Flash Flood",0,0,"1K",1,"K","Lafayette","Lafayette",NA,NA,NA,NA,"Macon",47,111,1276.03344903755,126.76,1.27603344903755
2006,5515140,"Tennessee","June","Flash Flood",0,0,"1K",1,"K","Lawrenceburg","Lawrenceburg",NA,NA,NA,NA,"Lawrence",47,99,1276.03344903755,126.76,1.27603344903755
2006,5509706,"Tennessee","May","Flash Flood",0,0,".01K",0.01,"K","Huntingdon","Huntingdon",NA,NA,NA,NA,"Carroll",47,17,12.7603344903755,126.76,1.27603344903755
2006,5509707,"Tennessee","May","Flash Flood",0,0,"5K",5,"K","Mc Kellar Fld","Mc Kellar Fld",NA,NA,NA,NA,"Madison",47,113,6380.16724518776,126.76,1.27603344903755
2006,5505815,"Mississippi","May","Flash Flood",0,0,"100K",100,"K","Central Portion","Central Portion",33.83,-90.92,33.83,-90.92,"Bolivar",28,11,127603.344903755,126.76,1.27603344903755
2006,5511139,"Kentucky","June","Flash Flood",0,0,"10K",10,"K","East Union","East Union",NA,NA,NA,NA,"Nicholas",21,181,12760.3344903755,126.76,1.27603344903755
2006,5515815,"Tennessee","June","Flash Flood",0,0,".01K",0.01,"K","Cordova","Cordova",NA,NA,NA,NA,"Shelby",47,157,12.7603344903755,126.76,1.27603344903755
2006,5517631,"North Carolina","June","Flash Flood",0,0,"200K",200,"K","Countywide","Countywide",NA,NA,NA,NA,"Henderson",37,89,255206.68980751,126.76,1.27603344903755
2006,5517367,"South Carolina","June","Flash Flood",0,0,"50K",50,"K","Pickens","Pickens",NA,NA,NA,NA,"Pickens",45,77,63801.6724518776,126.76,1.27603344903755
2006,5515816,"Tennessee","June","Flash Flood",0,0,"5K",5,"K","North Portion","North Portion",NA,NA,NA,NA,"Madison",47,113,6380.16724518776,126.76,1.27603344903755
2006,5515817,"Tennessee","June","Flash Flood",0,0,".01K",0.01,"K","Moscow","Rossville",NA,NA,NA,NA,"Fayette",47,47,12.7603344903755,126.76,1.27603344903755
2006,5515818,"Tennessee","June","Flash Flood",0,0,".01K",0.01,"K","Humboldt","Humboldt",NA,NA,NA,NA,"Gibson",47,53,12.7603344903755,126.76,1.27603344903755
2006,5515821,"Tennessee","June","Flash Flood",0,0,".01K",0.01,"K","Brownsville","Brownsville",NA,NA,NA,NA,"Haywood",47,75,12.7603344903755,126.76,1.27603344903755
2006,5517632,"North Carolina","June","Flash Flood",0,0,"400K",400,"K","Lake Lure","Chimney Rock",NA,NA,NA,NA,"Rutherford",37,161,510413.379615021,126.76,1.27603344903755
2006,5516345,"Kentucky","July","Flash Flood",0,0,"100K",100,"K","Countywide","Countywide",NA,NA,NA,NA,"Lincoln",21,137,127603.344903755,126.76,1.27603344903755
2006,5519082,"Tennessee","July","Flash Flood",0,0,".01K",0.01,"K","Parker Xrds","Chesterfield",NA,NA,NA,NA,"Henderson",47,77,12.7603344903755,126.76,1.27603344903755
2006,5519083,"Tennessee","July","Flash Flood",0,0,"25K",25,"K","Parsons","Parsons",NA,NA,NA,NA,"Decatur",47,39,31900.8362259388,126.76,1.27603344903755
2006,5516295,"North Carolina","June","Flash Flood",0,0,"12K",12,"K","Pilot Mtn","Pilot Mtn",NA,NA,NA,NA,"Surry",37,171,15312.4013884506,126.76,1.27603344903755
2006,5516301,"North Carolina","June","Flash Flood",0,0,"25K",25,"K","Northwest Portion","Northwest Portion",NA,NA,NA,NA,"Surry",37,171,31900.8362259388,126.76,1.27603344903755
2006,5515323,"West Virginia","June","Flash Flood",0,0,"25K",25,"K","Millville","Harpers Ferry",NA,NA,NA,NA,"Jefferson",54,37,31900.8362259388,126.76,1.27603344903755
2006,5515766,"Tennessee","June","Flash Flood",0,0,".01K",0.01,"K","Trezevant","Trezevant",NA,NA,NA,NA,"Carroll",47,17,12.7603344903755,126.76,1.27603344903755
2006,5515264,"West Virginia","June","Flash Flood",0,0,"12K",12,"K","Inwood","Inwood",NA,NA,NA,NA,"Berkeley",54,3,15312.4013884506,126.76,1.27603344903755
2006,5514750,"Georgia","June","Flash Flood",0,0,"5K",5,"K","Homer","Banks Crossing",NA,NA,NA,NA,"Banks",13,11,6380.16724518776,126.76,1.27603344903755
2006,5514743,"Georgia","June","Flash Flood",0,0,"2K",2,"K","Northeast Portion","Northeast Portion",NA,NA,NA,NA,"Dawson",13,85,2552.0668980751,126.76,1.27603344903755
2006,5515093,"Tennessee","June","Flash Flood",0,0,"1K",1,"K","Cookeville","Cookeville",NA,NA,NA,NA,"Putnam",47,141,1276.03344903755,126.76,1.27603344903755
2006,5514749,"Georgia","June","Flash Flood",0,0,"15K",15,"K","Southwest Portion","Southwest Portion",NA,NA,NA,NA,"Lumpkin",13,187,19140.5017355633,126.76,1.27603344903755
2006,5515224,"Tennessee","June","Flash Flood",0,0,"1K",1,"K","Jamestown","Jamestown",NA,NA,NA,NA,"Fentress",47,49,1276.03344903755,126.76,1.27603344903755
2006,5515765,"Tennessee","June","Flash Flood",0,0,"20K",20,"K","Jackson","Jackson",NA,NA,NA,NA,"Madison",47,113,25520.668980751,126.76,1.27603344903755
2006,5508880,"Arkansas","May","Flash Flood",0,0,"25K",25,"K","Ft Smith","Ft Smith",NA,NA,NA,NA,"Sebastian",5,131,31900.8362259388,126.76,1.27603344903755
2006,5509799,"Tennessee","May","Flash Flood",0,0,"15K",15,"K","Humboldt","Dyer",NA,NA,NA,NA,"Gibson",47,53,19140.5017355633,126.76,1.27603344903755
2006,5509800,"Tennessee","May","Flash Flood",0,0,".01K",0.01,"K","Memphis","Memphis",NA,NA,NA,NA,"Shelby",47,157,12.7603344903755,126.76,1.27603344903755
2006,5509792,"Arkansas","May","Flash Flood",0,0,"10K",10,"K","Piggott","Piggott",NA,NA,NA,NA,"Clay",5,21,12760.3344903755,126.76,1.27603344903755
2006,5516280,"North Carolina","June","Flash Flood",0,0,"2K",2,"K","West Jefferson","West Jefferson",NA,NA,NA,NA,"Ashe",37,9,2552.0668980751,126.76,1.27603344903755
2006,5516281,"North Carolina","June","Flash Flood",0,0,"2K",2,"K","Jefferson","Jefferson",NA,NA,NA,NA,"Ashe",37,9,2552.0668980751,126.76,1.27603344903755
2006,5516282,"North Carolina","June","Flash Flood",0,0,"5K",5,"K","Glendale Spgs","Glendale Spgs",NA,NA,NA,NA,"Ashe",37,9,6380.16724518776,126.76,1.27603344903755
2006,5511875,"West Virginia","June","Flash Flood",0,0,"25K",25,"K","Parsons","Hambleton",NA,NA,NA,NA,"Tucker",54,93,31900.8362259388,126.76,1.27603344903755
2006,5505716,"Mississippi","May","Flash Flood",0,0,"3M",3,"M","Columbus","Columbus",33.5,-88.43,33.5,-88.43,"Lowndes",28,87,3828100.34711265,126.76,1.27603344903755
2006,5511869,"West Virginia","June","Flash Flood",0,0,"20K",20,"K","Parsons","Shafer",NA,NA,NA,NA,"Tucker",54,93,25520.668980751,126.76,1.27603344903755
2006,5511899,"Arkansas","July","Flash Flood",0,0,"250K",250,"K","Nashville","Nashville",NA,NA,NA,NA,"Howard",5,61,319008.362259388,126.76,1.27603344903755
2006,5507566,"Kentucky","May","Flash Flood",0,1,"10K",10,"K","Irvington","Irvington",37.88,-86.28,37.88,-86.28,"Breckinridge",21,27,12760.3344903755,126.76,1.27603344903755
2006,5507993,"Kentucky","May","Flash Flood",0,0,"50K",50,"K","Dexter","Murray",NA,NA,NA,NA,"Calloway",21,35,63801.6724518776,126.76,1.27603344903755
2006,5507995,"Kentucky","May","Flash Flood",0,0,"25K",25,"K","Countywide","Countywide",NA,NA,NA,NA,"Carlisle",21,39,31900.8362259388,126.76,1.27603344903755
2006,5507996,"Kentucky","May","Flash Flood",0,0,"100K",100,"K","North Portion","North Portion",NA,NA,NA,NA,"Graves",21,83,127603.344903755,126.76,1.27603344903755
2006,5507997,"Kentucky","May","Flash Flood",0,0,"5K",5,"K","Central Portion","South Portion",NA,NA,NA,NA,"Marshall",21,157,6380.16724518776,126.76,1.27603344903755
2006,5505969,"Mississippi","May","Flash Flood",0,0,"20K",20,"K","North Portion","North Portion",32.02,-89.53,32.02,-89.53,"Smith",28,129,25520.668980751,126.76,1.27603344903755
2006,5503091,"Arkansas","April","Flash Flood",0,0,"2M",2,"M","Little Rock","Little Rock",NA,NA,NA,NA,"Pulaski",5,119,2552066.8980751,126.76,1.27603344903755
2006,5506048,"Mississippi","May","Flash Flood",0,0,"50K",50,"K","Chunky","Chunky",32.32,-88.93,32.32,-88.93,"Newton",28,101,63801.6724518776,126.76,1.27603344903755
2006,5508076,"Kentucky","May","Flash Flood",0,0,"100K",100,"K","Hickman","Cayce",NA,NA,NA,NA,"Fulton",21,75,127603.344903755,126.76,1.27603344903755
2006,5520225,"West Virginia","July","Flash Flood",0,0,"125K",125,"K","Berkeley Spgs","Berkeley Spgs",NA,NA,NA,NA,"Morgan",54,65,159504.181129694,126.76,1.27603344903755
2006,5521091,"West Virginia","July","Flash Flood",0,0,"10K",10,"K","Farmington","Farmington",NA,NA,NA,NA,"Marion",54,49,12760.3344903755,126.76,1.27603344903755
2006,5520829,"Georgia","July","Flash Flood",0,0,"5K",5,"K","Savannah","Savannah",NA,NA,NA,NA,"Chatham",13,51,6380.16724518776,126.76,1.27603344903755
2006,5521088,"West Virginia","July","Flash Flood",0,0,"10K",10,"K","Masontown","Masontown",NA,NA,NA,NA,"Preston",54,77,12760.3344903755,126.76,1.27603344903755
2006,5520214,"Mississippi","July","Flash Flood",0,0,"300K",300,"K","Vicksburg","Vicksburg",NA,NA,NA,NA,"Warren",28,149,382810.034711265,126.76,1.27603344903755
2006,5526120,"Tennessee","August","Flash Flood",0,0,".01K",0.01,"K","Parsons","Parsons",NA,NA,NA,NA,"Decatur",47,39,12.7603344903755,126.76,1.27603344903755
2006,5525624,"Kentucky","August","Flash Flood",0,0,"2K",2,"K","Oldtown","Oldtown",NA,NA,NA,NA,"Greenup",21,89,2552.0668980751,126.76,1.27603344903755
2006,5525625,"Kentucky","August","Flash Flood",0,0,"2K",2,"K","East Portion","East Portion",NA,NA,NA,NA,"Carter",21,43,2552.0668980751,126.76,1.27603344903755
2006,5525726,"West Virginia","August","Flash Flood",0,0,"5K",5,"K","Summersville","Summersville",NA,NA,NA,NA,"Nicholas",54,67,6380.16724518776,126.76,1.27603344903755
2006,5525715,"West Virginia","August","Flash Flood",0,0,"50K",50,"K","North Portion","North Portion",NA,NA,NA,NA,"Wayne",54,99,63801.6724518776,126.76,1.27603344903755
2006,5525609,"West Virginia","August","Flash Flood",0,0,"1K",1,"K","Beckley","Beckley",NA,NA,NA,NA,"Raleigh",54,81,1276.03344903755,126.76,1.27603344903755
2006,5525617,"West Virginia","August","Flash Flood",0,0,"700K",700,"K","Man","Man",NA,NA,NA,NA,"Logan",54,45,893223.414326286,126.76,1.27603344903755
2006,5525610,"West Virginia","August","Flash Flood",0,0,"5K",5,"K","Delbarton","Lenore",NA,NA,NA,NA,"Mingo",54,59,6380.16724518776,126.76,1.27603344903755
2006,5525618,"West Virginia","August","Flash Flood",0,0,"50K",50,"K","Cyclone","Oceana",NA,NA,NA,NA,"Wyoming",54,109,63801.6724518776,126.76,1.27603344903755
2006,5525619,"West Virginia","August","Flash Flood",0,0,"1K",1,"K","East Portion","East Portion",NA,NA,NA,NA,"Wyoming",54,109,1276.03344903755,126.76,1.27603344903755
2006,5524344,"North Carolina","July","Flash Flood",0,0,"100K",100,"K","Charlotte","Charlotte",NA,NA,NA,NA,"Mecklenburg",37,119,127603.344903755,126.76,1.27603344903755
2006,5520828,"Georgia","July","Flash Flood",0,0,"5K",5,"K","Savannah","Savannah",NA,NA,NA,NA,"Chatham",13,51,6380.16724518776,126.76,1.27603344903755
2006,5520374,"Arkansas","July","Flash Flood",0,0,".01K",0.01,"K","Paragould","Paragould",NA,NA,NA,NA,"Greene",5,55,12.7603344903755,126.76,1.27603344903755
2006,5520375,"Arkansas","July","Flash Flood",0,0,".01K",0.01,"K","Rector","Rector",NA,NA,NA,NA,"Clay",5,21,12.7603344903755,126.76,1.27603344903755
2006,5522691,"Alabama","July","Flash Flood",0,0,"10K",10,"K","Lanett","Lanett",NA,NA,NA,NA,"Chambers",1,17,12760.3344903755,126.76,1.27603344903755
2006,5523445,"Mississippi","July","Flash Flood",0,0,"50K",50,"K","Jackson","Jackson",NA,NA,NA,NA,"Hinds",28,49,63801.6724518776,126.76,1.27603344903755
2006,5514835,"Georgia","June","Flood",0,0,"1K",1,"K","Commerce","Commerce",NA,NA,NA,NA,"Jackson",13,157,1276.03344903755,126.76,1.27603344903755
2006,5519692,"Mississippi","July","Flash Flood",0,0,"12K",12,"K","Vicksburg","Vicksburg",NA,NA,NA,NA,"Warren",28,149,15312.4013884506,126.76,1.27603344903755
2006,5520380,"Tennessee","July","Flash Flood",0,0,".01K",0.01,"K","Southeast Portion","Southeast Portion",NA,NA,NA,NA,"Carroll",47,17,12.7603344903755,126.76,1.27603344903755
2006,5516778,"West Virginia","July","Flash Flood",0,0,"5K",5,"K","Summersville","Persinger",NA,NA,NA,NA,"Nicholas",54,67,6380.16724518776,126.76,1.27603344903755
2006,5517368,"South Carolina","June","Flash Flood",0,0,"25K",25,"K","Walhalla","Walhalla",NA,NA,NA,NA,"Oconee",45,73,31900.8362259388,126.76,1.27603344903755
2006,5516774,"West Virginia","July","Flash Flood",0,0,"5K",5,"K","Cowen","Cowen",NA,NA,NA,NA,"Webster",54,101,6380.16724518776,126.76,1.27603344903755
2006,5516775,"West Virginia","July","Flash Flood",0,0,"2K",2,"K","Persinger","Persinger",NA,NA,NA,NA,"Nicholas",54,67,2552.0668980751,126.76,1.27603344903755
2006,5516776,"West Virginia","July","Flash Flood",0,0,"900K",900,"K","Ceredo","Ceredo",NA,NA,NA,NA,"Wayne",54,99,1148430.1041338,126.76,1.27603344903755
2006,5516773,"West Virginia","July","Flash Flood",0,0,"5K",5,"K","Harrisville","Berea",NA,NA,NA,NA,"Ritchie",54,85,6380.16724518776,126.76,1.27603344903755
2006,5517018,"Kentucky","July","Flash Flood",0,0,"10K",10,"K","Ashland","Ashland",NA,NA,NA,NA,"Boyd",21,19,12760.3344903755,126.76,1.27603344903755
2006,5531176,"Kentucky","September","Flash Flood",0,0,"75K",75,"K","Countywide","Countywide",NA,NA,NA,NA,"Nelson",21,179,95702.5086778164,126.76,1.27603344903755
2006,5530963,"Kentucky","September","Flood",0,0,"100K",100,"K","Paris","Paris",NA,NA,NA,NA,"Bourbon",21,17,127603.344903755,126.76,1.27603344903755
2006,5534963,"Kentucky","September","Flash Flood",0,0,"10K",10,"K","Cadiz","Cadiz",NA,NA,NA,NA,"Trigg",21,221,12760.3344903755,126.76,1.27603344903755
2006,5534966,"Kentucky","September","Flash Flood",0,0,"20K",20,"K","Fairview","Fairview",NA,NA,NA,NA,"Todd",21,219,25520.668980751,126.76,1.27603344903755
2006,5530846,"West Virginia","September","Flood",0,0,"40K",40,"K","Countywide","Countywide",NA,NA,NA,NA,"Jackson",54,35,51041.3379615021,126.76,1.27603344903755
2006,5531933,"Tennessee","August","Flash Flood",0,0,"1K",1,"K","North Portion","North Portion",NA,NA,NA,NA,"Rutherford",47,149,1276.03344903755,126.76,1.27603344903755
2006,5530844,"Kentucky","September","Flood",0,0,"2K",2,"K","Mavity","Rush",NA,NA,NA,NA,"Boyd",21,19,2552.0668980751,126.76,1.27603344903755
2006,5530845,"West Virginia","September","Flood",0,0,"2K",2,"K","Barboursville","Ona",NA,NA,NA,NA,"Cabell",54,11,2552.0668980751,126.76,1.27603344903755
2006,5530851,"Kentucky","September","Flash Flood",0,0,"10K",10,"K","North Portion","North Portion",NA,NA,NA,NA,"Lawrence",21,127,12760.3344903755,126.76,1.27603344903755
2006,5532008,"Tennessee","August","Flash Flood",0,0,"1K",1,"K","Gallatin","Gallatin",NA,NA,NA,NA,"Sumner",47,165,1276.03344903755,126.76,1.27603344903755
2006,5532009,"Tennessee","August","Flash Flood",0,0,"1K",1,"K","Lebanon","Lebanon",NA,NA,NA,NA,"Wilson",47,189,1276.03344903755,126.76,1.27603344903755
2006,5534965,"Kentucky","September","Flash Flood",0,0,"800K",800,"K","Countywide","Countywide",NA,NA,NA,NA,"Fulton",21,75,1020826.75923004,126.76,1.27603344903755
2006,5530847,"West Virginia","September","Flood",0,0,"2K",2,"K","Hurricane","Liberty",NA,NA,NA,NA,"Putnam",54,79,2552.0668980751,126.76,1.27603344903755
2006,5530848,"West Virginia","September","Flood",0,0,"2K",2,"K","Pee Wee","Pee Wee",NA,NA,NA,NA,"Wirt",54,105,2552.0668980751,126.76,1.27603344903755
2006,5530849,"Kentucky","September","Flash Flood",0,0,"40K",40,"K","Countywide","Countywide",NA,NA,NA,NA,"Carter",21,43,51041.3379615021,126.76,1.27603344903755
2006,5530850,"Kentucky","September","Flash Flood",0,0,"20K",20,"K","Countywide","Countywide",NA,NA,NA,NA,"Boyd",21,19,25520.668980751,126.76,1.27603344903755
2006,5535239,"Arkansas","September","Flash Flood",0,0,"10K",10,"K","Corning","Corning",NA,NA,NA,NA,"Clay",5,21,12760.3344903755,126.76,1.27603344903755
2006,5535240,"Arkansas","September","Flash Flood",0,0,"5K",5,"K","Maynard","Maynard",NA,NA,NA,NA,"Randolph",5,121,6380.16724518776,126.76,1.27603344903755
